
 CAMINO
[ID][COSTE, ESTADO, ID_PADRE, ACCI�N, PROFUNDIDAD, HEURISTICA,VALOR]
[0][0, (0,0), 0, null, 0, 8, 8]
[1][3, (1,0), 0, S, 1, 7, 10]
[3][5, (1,1), 1, E, 2, 6, 11]
[6][7, (1,2), 3, E, 3, 5, 12]
[11][8, (2,2), 6, S, 4, 4, 12]
[20][9, (2,3), 11, E, 5, 3, 12]
[25][11, (3,3), 20, S, 6, 2, 13]
[39][12, (3,4), 25, E, 7, 1, 13]
[42][15, (4,4), 39, S, 8, 0, 15]
